Voltage,Current,Temperature,Vibration,Power,Fault
228.51769872897836,5.283751023661501,84.35657902327779,2.4903651576320547,1207.4306245840098,Overheating
227.84100051765304,4.393299705234703,52.224557436844485,2.096561587349901,1000.973800414585,Normal
237.01889832460537,5.093372374276651,55.69369802658069,4.172875418185981,1207.225508908031,Abnormal Vibration
227.0654047054825,5.87231538002845,55.46006386736341,0.8880790139947132,1333.3996683243893,Normal
250.7165091361489,4.568874430424901,64.38640022678945,1.652770302390322,1145.4922478775418,Voltage Fault
243.11293444355252,5.189479821221081,75.68226041505824,3.529105709596427,1261.6296675726594,Overheating
227.44756851466707,4.835664794114609,85.98299434071258,1.4276090869068505,1099.860199573346,Overheating
209.75769981802932,5.96030479628147,61.72389337611382,1.7750277343622312,1250.2198242823692,Voltage Fault
225.1890588483903,7.281651836538843,60.56022096842291,2.4344844963420056,1639.7483239318346,Overload
221.8176594784128,5.034441011705841,55.14508999262654,2.758003728231924,1116.727921998722,Normal
233.4924784332613,7.303638752104788,47.46137886309039,1.8956008934928408,1705.3447138101592,Overload
222.3733711339303,4.209100618332447,57.20583537737361,1.9149963449496343,935.9918939404968,Normal
230.47374747211592,5.854525227066616,76.54928677383143,3.953404503660084,1349.3143687520833,Overheating
224.8518541569589,4.449884717063461,47.90568842671525,4.331032528704231,1000.5648294164334,Abnormal Vibration
228.3713571191811,7.868403055666768,46.575673698736736,2.1451145358340917,1796.9178841833314,Overload
225.26084860608904,7.949094425308726,61.90472686121513,3.5148665885179757,1790.6197558949752,Overload
233.04926707906225,4.623699275075004,52.22486381139767,3.1076000300128976,1077.549727250221,Normal
223.3849571676811,7.511556551584423,61.386771398803006,1.576669292176367,1677.9687385383008,Overload
226.2717079850541,7.095843501809159,53.39580618024653,2.0768012686374986,1605.5886287490057,Overload
235.18967910071717,8.926237706436327,54.90155191349617,2.0689677563386315,2099.358981753481,Overload
242.2460066587496,5.913771621385585,49.61239162653904,4.854438668214897,1432.587559572497,Abnormal Vibration
242.3800416106405,3.897707850163577,48.12985900300502,4.046687798171486,944.7265909087678,Abnormal Vibration
260.8218519252377,4.999291405423354,43.7394603908895,1.9722010869968272,1303.9244426764435,Voltage Fault
227.53572572651407,3.902631681028933,58.60368715904861,4.792169618468771,887.9881317862039,Abnormal Vibration
250.465594285346,4.786543220649562,65.21622984073039,1.88063694531768,1198.864392332487,Voltage Fault
238.11496052014505,5.853975976552224,62.01494781924715,1.6776609879914088,1393.9192585426104,Normal
220.1938746959813,4.657450799142235,76.85094895036113,1.2428640013293597,1025.542137669023,Overheating
228.44073375717852,7.015275110460641,58.37955554145025,2.1761636964637656,1602.5745937421004,Overload
229.14158284796616,6.614778790709852,46.06253980916286,3.3901074441626413,1515.7208822924108,Normal
228.2029348000238,5.893697689389111,57.13808793941063,4.197305045864162,1344.959109542714,Abnormal Vibration
234.5581382418576,6.135620147182944,54.48477071475354,4.633524177856007,1439.1596386824638,Abnormal Vibration
210.60896538696835,4.153684022534264,56.15824587226946,3.3017889333623405,874.8030945303224,Normal
235.4884116799875,4.937808983000689,46.55675962816929,3.700674424224303,1162.7967945860069,Normal
234.182683904284,6.2002617497388295,54.42092250123091,4.13896660615908,1451.9939374629112,Abnormal Vibration
226.1289133275654,2.167844401889431,75.42177910534731,1.8168536732319551,490.2122988625031,Overheating
206.82995697445048,5.8555556590207125,60.01685045168788,2.3980745020880323,1211.104325016754,Voltage Fault
237.87457918781263,7.218780233448134,68.50852330699006,2.0375092330274853,1717.164310280775,Overload
230.62908152252876,6.041724664058851,63.89153824787806,4.6686354392324265,1393.3974100839011,Abnormal Vibration
222.01291648649368,5.687065795858916,75.35873535181793,2.5094901433446277,1262.6020635892205,Overheating
228.32541058278508,3.9759714091136207,62.39675468117834,4.07787558326576,907.815304451282,Abnormal Vibration
230.54850379844825,5.01961665769399,55.02287936143504,2.0620739817865017,1157.2651100731168,Normal
232.2844325988613,6.890440685155783,76.05297429458312,3.809665926394194,1600.5421049075198,Overheating
211.5846306821153,7.363872494619361,67.83816859853562,2.248247336969526,1558.082242164225,Overload
235.3030501493393,5.1455211977682405,48.98055558064823,3.9119310444406175,1210.7568324429487,Normal
